gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0001270,2024-03-10,6100,sales & marketing,Operations,CC400,Combs Ltd,-22351.06,CR,SaaS US,Google Ads
GL0001271,2024-03-02,6200,R&D,Operations,CC200,Whitaker-Gray,16143.79,DR,SaaS US,Google Ads
GL0001272,2024-03-27,6300,General and Administrative,,CC400,Wilson PLC,-20694.93,CR,SaaS US,Google Ads
GL0001273,2024-03-06,6200,R&D,,CC200,"Adams, Austin and Curry",5774.57,DR,SaaS Canada,Contractor costs
GL0001274,2024-03-13,,G&A,,CC100,"Clay, Stewart and Watkins",2549.77,DR,SaaS HoldCo,Reclass
GL0001275,2024-03-05,9999,Misc Expense,Sales,,,21223.37,DR,SaaS US,Payroll
GL0001276,2024-03-24,6200,Research and Development,Sales,CC200,"Brooks, Owens and Coffey",-2980.12,cr,SaaS HoldCo,Payroll
GL0001277,2024-03-24,9999,Misc Expense,Finance,,Nguyen LLC,1486.51,DR,SaaS Canada,Google Ads
GL0001278,2024-03-12,1010,Cash,,CC200,Williamson-Wagner,21230.37,,SaaS Canada,Reclass
GL0001279,2024-03-08,6100,sales & marketing,,CC100,Knapp-Reynolds,10638.85,DR,SaaS HoldCo,AWS hosting
GL0001280,2024-03-11,5000,cost of service,Marketing,CC200,Jones Inc,-6538.81,CR,SaaS Canada,
GL0001281,2024-03-04,6300,General and Administrative,Sales,CC300,Lopez-Allen,-22871.4,CR,SaaS US,Payroll
GL0001282,2024-03-07,5000,Cost of Service,Sales,CC300,Bennett Ltd,2170.07,DR,SaaS HoldCo,Contractor costs
GL0001283,2024-03-11,6300,General and Administrative,Operations,CC100,Cook LLC,16783.16,,SaaS HoldCo,Google Ads
GL0001284,2024-03-03,6300,G&A,Marketing,,"Coleman, Wood and Rios",23220.16,dr,SaaS HoldCo,Payroll
GL0001285,2024-03-03,6300,General and Administrative,Marketing,CC100,Garcia-Smith,5369.62,DR,SaaS Canada,Refund
GL0001286,2024-03-15,6300,General and Administrative,Engineering,CC100,Owens-Hernandez,-10240.74,CR,SaaS HoldCo,
GL0001287,2024-03-14,6300,General and Administrative,Finance,CC300,Harris-Lynch,17311.42,DR,SaaS US,Contractor costs
GL0001288,2024-03-19,5000,Cost of Service,,CC200,Mccormick-Miller,-22528.57,,SaaS Canada,Google Ads
GL0001289,2024-03-04,5000,Cost of Service,Sales,CC400,Walker LLC,7875.16,DR,SaaS HoldCo,Software tools
GL0001290,2024-03-17,5000,Cost of Service,Operations,CC400,Franklin-Porter,-11342.48,,SaaS US,Reclass
GL0001291,2024-03-06,6100,sales & marketing,Operations,,"Baker, Russell and Hawkins",18575.06,dr,SaaS HoldCo,Refund
GL0001292,2024-03-08,9999,Misc Expense,Operations,,Byrd-Howard,-22364.36,cr,SaaS Canada,Reclass
GL0001293,2024-03-19,5000,cost of service,Sales,,Owen-Knight,18103.05,DR,SaaS Canada,AWS hosting
GL0001294,2024-03-18,6100,sales & marketing,Sales,,Jones PLC,-24838.36,CR,SaaS HoldCo,Software tools
GL0001295,2024-03-22,6100,sales & marketing,,,Howard Inc,-16358.68,CR,saas us,Software tools
GL0001296,2024-03-02,6100,Sales and Marketing,Sales,,"Anderson, Nielsen and Andrews",15442.88,DR,saas us,Payroll
GL0001297,2024-03-25,6300,General and Administrative,Sales,,"Ingram, Mills and Holland",16831.12,dr,SaaS Canada,Software tools
GL0001298,2024-03-15,9999,Misc Expense,,,Caldwell-Williams,20374.42,dr,saas us,Contractor costs
GL0001299,2024-03-27,6300,General and Administrative,,,Lopez-Andersen,7827.92,DR,SaaS HoldCo,AWS hosting
GL0001300,2024-03-18,6300,General and Administrative,,,"Ferguson, Olson and Beck",3303.0,,SaaS HoldCo,Reclass
GL0001301,2024-03-22,6200,Research and Development,Finance,,Rios PLC,-13752.83,CR,SaaS HoldCo,Contractor costs
GL0001302,2024-03-08,6300,General and Administrative,,CC400,Price Inc,5974.98,DR,SaaS HoldCo,Software tools
GL0001303,2024-03-23,9999,Misc Expense,,CC300,Craig-Gibbs,-23867.79,CR,SaaS Canada,Reclass
GL0001304,2024-03-17,6300,General and Administrative,Marketing,,Moon Ltd,22967.89,DR,SaaS Canada,Reclass
GL0001305,2024-03-14,9999,Misc Expense,Finance,CC400,Smith PLC,-5264.39,CR,SaaS US,
GL0001306,2024-03-10,5000,Cost of Service,,,Thompson-Rosales,23981.41,CR,SaaS HoldCo,Software tools
GL0001307,2024-03-23,5000,Cost of Service,,CC400,Campbell LLC,21731.59,dr,SaaS US,Payroll
GL0001308,2024-03-08,6200,R&D,Engineering,CC300,"Scott, Robinson and King",-7869.35,cr,SaaS HoldCo,Contractor costs
GL0001309,2024-03-04,6300,G&A,,CC400,Owen-Rodriguez,10057.39,dr,saas us,
GL0001310,2024-03-11,9999,Misc Expense,Engineering,CC200,Hughes-Mills,-13405.02,DR,SaaS US,Payroll
GL0001311,2024-03-08,6100,sales & marketing,,CC400,"Reed, Carr and Wagner",11252.19,DR,SaaS HoldCo,Contractor costs
GL0001312,2024-03-11,6100,S&M,Operations,CC200,Pham-Clark,8957.06,DR,SaaS US,Software tools
GL0001313,2024-03-10,6100,sales & marketing,Marketing,CC100,Harvey LLC,14076.49,,saas us,Payroll
GL0001314,2024-03-05,6100,Sales and Marketing,Sales,CC100,"Gregory, Reed and Burton",12315.21,DR,SaaS US,Google Ads
GL0001315,2024-03-14,6200,R&D,Finance,,Lee-Ward,-18594.92,CR,SaaS US,Software tools
GL0001316,2024-03-13,1010,Cash,Engineering,,Johnson LLC,5700.42,DR,SaaS HoldCo,Reclass
GL0001317,2024-03-15,6100,sales & marketing,,CC400,Walters-Chavez,3787.65,DR,SaaS Canada,AWS hosting
GL0001318,2024-03-21,1010,Cash,Sales,,"Coleman, Schwartz and Bennett",10026.62,DR,SaaS Canada,Contractor costs
GL0001319,2024-03-12,6200,R&D,,CC100,Ryan-Ingram,16767.18,dr,saas us,Payroll
GL0001320,2024-03-08,9999,Misc Expense,,,Miller-Ramirez,8789.44,DR,saas us,Google Ads
GL0001321,2024-03-06,5000,cost of service,,,Collins PLC,14710.57,cr,SaaS Canada,Refund
GL0001322,2024-03-26,5000,cost of service,Operations,,Ward-White,3149.31,DR,saas us,Refund
GL0001323,2024-03-27,9999,Misc Expense,Finance,CC100,Baker and Sons,14808.84,dr,SaaS US,Google Ads
GL0001324,2024-03-13,6100,sales & marketing,Operations,CC300,"Thompson, Knight and Malone",-20702.3,CR,SaaS US,Google Ads
GL0001325,2024-03-05,6300,G&A,,CC300,Wood and Sons,18278.55,DR,saas us,AWS hosting
GL0001326,2024-03-09,6300,General and Administrative,Operations,,Martinez LLC,-8338.88,CR,SaaS Canada,Reclass
GL0001327,2024-03-12,6200,Research and Development,Engineering,CC400,Smith-Wilson,-10367.52,CR,SaaS HoldCo,AWS hosting
GL0001328,2024-03-08,5000,cost of service,Operations,CC300,King PLC,1902.87,dr,SaaS Canada,Payroll
GL0001329,2024-03-12,9999,Misc Expense,,CC200,Prince-Francis,17062.97,dr,SaaS HoldCo,Software tools
GL0001330,2024-03-03,6200,Research and Development,Engineering,CC300,Owen-Ward,15085.12,DR,saas us,Reclass
GL0001331,2024-03-03,6100,Sales and Marketing,Finance,,Brown-White,20885.76,DR,SaaS Canada,Payroll
GL0001332,2024-03-18,6300,G&A,Operations,CC200,"Newton, Edwards and Walker",10580.81,DR,SaaS HoldCo,Google Ads
GL0001333,2024-03-18,6200,R&D,,CC100,Smith-Howell,20445.18,dr,SaaS HoldCo,
GL0001334,2024-03-21,9999,Misc Expense,Engineering,CC400,Sherman-Cox,-11929.79,CR,saas us,Reclass
GL0001335,2024-03-07,6200,R&D,Engineering,,"Martinez, Holt and Maldonado",-17403.98,CR,SaaS HoldCo,Reclass
GL0001336,2024-03-03,6100,S&M,,CC100,Brown-Jackson,9214.76,DR,SaaS HoldCo,Payroll
GL0001337,2024-03-26,9999,Misc Expense,,,Baker Group,6026.86,DR,SaaS US,Google Ads
GL0001338,2024-03-14,6300,G&A,,,Dyer Inc,12390.68,DR,saas us,Refund
GL0001339,2024-03-22,9999,Misc Expense,Finance,,"Clay, Ramos and Schwartz",-4869.17,,SaaS US,Refund
GL0001340,2024-03-18,6200,Research and Development,,CC200,Mack-Kennedy,1503.52,DR,SaaS HoldCo,Payroll
GL0001341,2024-03-17,6100,S&M,,CC200,"Martin, Jackson and Zimmerman",20613.43,DR,saas us,Contractor costs
GL0001342,2024-03-01,6200,R&D,,CC400,Craig Inc,7774.51,DR,SaaS US,Refund
GL0001343,2024-03-15,6100,Sales and Marketing,Marketing,CC300,Lopez and Sons,14256.88,dr,SaaS Canada,AWS hosting
GL0001344,2024-03-22,6200,Research and Development,,,Baker Group,-13049.72,CR,SaaS Canada,Contractor costs
GL0001345,2024-03-21,9999,Misc Expense,Finance,CC400,Hall Inc,-6044.83,cr,SaaS Canada,Payroll
GL0001346,2024-03-09,6300,General and Administrative,,CC400,"Garcia, Rocha and Martinez",-14260.86,cr,SaaS US,Payroll
GL0001347,2024-03-14,6100,sales & marketing,,CC100,Le LLC,-22814.89,cr,saas us,Software tools
GL0001348,2024-03-05,5000,Cost of Service,Finance,,Martin PLC,-15601.81,cr,SaaS US,Contractor costs
GL0001349,2024-03-21,6100,Sales and Marketing,Marketing,CC400,Hopkins Group,20522.91,dr,SaaS Canada,Software tools
GL0001350,2024-03-21,6300,General and Administrative,Sales,CC400,Schultz-Rios,-22765.07,cr,saas us,Refund
GL0001351,2024-04-04,6100,sales & marketing,Finance,CC100,Bradley-York,-1282.05,CR,SaaS Canada,Refund
GL0001352,2024-04-24,5000,Cost of Service,Sales,CC400,Taylor-Hendricks,-10420.05,cr,saas us,Software tools
GL0001353,2024-04-21,6300,G&A,Marketing,CC300,Wiggins and Sons,4187.83,DR,SaaS HoldCo,
GL0001354,2024-04-22,6100,Sales and Marketing,Marketing,CC300,Benson PLC,-12644.49,,SaaS HoldCo,Reclass
GL0001355,2024-04-12,9999,Misc Expense,Engineering,,May-Patel,13293.35,DR,saas us,Contractor costs
GL0001356,2024-04-08,5000,cost of service,Sales,CC100,Willis-Weber,-23743.77,CR,SaaS US,Contractor costs
GL0001357,2024-04-11,6200,R&D,Engineering,,"Estrada, Cardenas and Rodriguez",3111.18,dr,SaaS Canada,Payroll
GL0001358,2024-04-10,6100,sales & marketing,Sales,CC400,Quinn and Sons,-19834.62,CR,SaaS Canada,Contractor costs
GL0001359,2024-04-01,6300,G&A,Operations,,Harris-Webb,4165.69,DR,SaaS Canada,Reclass
GL0001360,2024-04-13,6200,Research and Development,Sales,CC100,"Smith, Cooper and Quinn",-1004.83,cr,saas us,Google Ads
GL0001361,2024-04-03,6300,G&A,,CC300,Griffith-Noble,-6767.47,CR,SaaS Canada,Refund
GL0001362,2024-04-03,9999,Misc Expense,,,"Jackson, Foster and Houston",14251.69,DR,SaaS US,Refund
GL0001363,2024-04-14,6300,G&A,Operations,CC300,Murphy-Rodriguez,-9415.27,cr,SaaS Canada,Google Ads
GL0001364,2024-04-26,,General and Administrative,,,Smith Group,13089.42,DR,SaaS Canada,
GL0001365,2024-04-23,6200,Research and Development,Marketing,CC400,Roberts-Castro,13772.47,DR,SaaS HoldCo,
GL0001366,2024-04-11,6300,G&A,Operations,,"Riley, Gonzalez and Butler",22896.47,DR,SaaS US,
GL0001367,2024-04-06,5000,cost of service,Marketing,CC100,"Reynolds, Santiago and Gardner",-3546.72,CR,SaaS US,Payroll
GL0001368,2024-04-05,5000,cost of service,,,Harris and Sons,20223.15,DR,SaaS US,Refund
GL0001369,2024-04-17,6300,General and Administrative,Finance,CC100,Hill Inc,22483.31,dr,SaaS HoldCo,Payroll
GL0001370,2024-04-18,9999,Misc Expense,Engineering,CC100,Miller Inc,-23390.74,CR,saas us,AWS hosting
GL0001371,2024-04-04,6300,General and Administrative,Marketing,CC100,"Patterson, Estrada and Buckley",-10067.42,,SaaS Canada,
GL0001372,2024-04-27,5000,cost of service,Engineering,CC400,Livingston-Miller,24096.92,DR,SaaS HoldCo,Reclass
GL0001373,2024-04-10,9999,Misc Expense,,CC300,"Reid, Madden and Smith",24559.57,dr,saas us,
GL0001374,2024-04-16,6300,General and Administrative,,CC200,Ray Inc,-14264.7,cr,SaaS Canada,Payroll
GL0001375,2024-04-15,6200,Research and Development,Finance,CC300,"Mason, Hensley and Gilbert",15034.7,DR,SaaS HoldCo,Software tools
GL0001376,2024-04-20,6200,Research and Development,Marketing,,Henry Ltd,-9254.26,CR,SaaS Canada,Refund
GL0001377,2024-04-14,6100,Sales and Marketing,,CC300,Simpson Group,-23838.5,CR,saas us,Software tools
GL0001378,2024-04-03,5000,cost of service,Marketing,CC400,Johnson-Faulkner,9369.34,DR,saas us,Google Ads
GL0001379,2024-04-01,1010,Cash,Finance,CC100,"Williams, Caldwell and Lee",16708.35,DR,SaaS HoldCo,Contractor costs
GL0001380,2024-04-24,5000,cost of service,,CC200,Fuller-Payne,-24705.51,CR,SaaS HoldCo,Refund
GL0001381,2024-04-17,6100,S&M,Engineering,,Ellis Group,11397.25,dr,saas us,Software tools
GL0001382,2024-04-07,6300,General and Administrative,Sales,,"Hall, Leonard and Dalton",4565.59,DR,SaaS HoldCo,
GL0001383,2024-04-05,1010,Cash,,,Bradley-Walter,9961.27,dr,SaaS US,Reclass
GL0001384,2024-04-13,,S&M,,CC200,Gonzalez Inc,9008.28,DR,SaaS HoldCo,AWS hosting
GL0001385,2024-04-25,5000,Cost of Service,,,Rice and Sons,-7533.57,cr,saas us,Contractor costs
GL0001386,2024-04-05,5000,cost of service,Marketing,,Martinez-Hines,16508.49,DR,saas us,Payroll
GL0001387,2024-04-16,5000,Cost of Service,Finance,CC200,Williams Ltd,-19953.56,cr,saas us,Contractor costs
GL0001388,2024-04-21,6100,sales & marketing,Finance,CC400,Williams and Sons,-16566.45,CR,SaaS US,Refund
GL0001389,2024-04-04,6100,S&M,,,"Freeman, Edwards and Walker",7890.5,dr,saas us,Refund
GL0001390,2024-04-19,9999,Misc Expense,Marketing,CC400,Schaefer-Alexander,5145.54,DR,SaaS HoldCo,Google Ads
GL0001391,2024-04-12,1010,Cash,Engineering,CC200,"Shannon, Thompson and Sweeney",-15182.78,CR,saas us,Google Ads
GL0001392,2024-04-04,6200,Research and Development,Sales,CC200,"Ryan, Davis and Herrera",18124.65,DR,SaaS HoldCo,
GL0001393,2024-04-04,6100,S&M,Marketing,CC200,Williams and Sons,-18212.11,CR,SaaS US,Reclass
GL0001394,2024-04-27,1010,Cash,,CC100,"Dawson, Wood and Cross",13735.25,dr,SaaS Canada,Reclass
GL0001395,2024-04-19,,G&A,Sales,CC100,Gutierrez-Phelps,-17935.01,CR,SaaS US,Google Ads
GL0001396,2024-04-24,6300,General and Administrative,Engineering,CC100,Wiley and Sons,23527.27,DR,SaaS US,Reclass
GL0001397,2024-04-22,6100,Sales and Marketing,Sales,,"Hill, Wilson and Robinson",10843.31,DR,saas us,Google Ads
GL0001398,2024-04-23,5000,cost of service,Marketing,CC100,Watson-Kim,-13192.66,CR,SaaS Canada,Payroll
GL0001399,2024-04-18,6200,R&D,Sales,CC300,Russo Inc,4175.61,DR,SaaS HoldCo,Reclass
GL0001400,2024-04-11,6300,General and Administrative,Operations,CC400,"Tate, Bradley and Warren",13764.57,DR,saas us,Refund
GL0001401,2024-04-21,6200,Research and Development,Marketing,,Garcia LLC,1735.61,DR,SaaS Canada,Refund
GL0001402,2024-04-09,6300,General and Administrative,Finance,,Newton-Hunter,8150.57,dr,saas us,Software tools
GL0001403,2024-04-05,9999,Misc Expense,,CC200,Perry Ltd,10482.42,DR,SaaS HoldCo,Reclass
GL0001404,2024-04-21,6200,Research and Development,Operations,CC100,Lane LLC,-20427.12,CR,SaaS US,Refund
GL0001405,2024-04-13,6200,R&D,Engineering,,Gallegos PLC,21627.53,DR,SaaS Canada,Payroll
GL0001406,2024-04-17,9999,Misc Expense,,CC100,"Harvey, Mills and Dillon",-10017.29,,SaaS Canada,Payroll
GL0001407,2024-04-25,6200,R&D,,CC100,Fuller LLC,1170.08,DR,SaaS HoldCo,Reclass
GL0001408,2024-04-11,6100,Sales and Marketing,Finance,CC200,Garcia Ltd,9143.89,DR,SaaS Canada,
GL0001409,2024-04-13,6100,Sales and Marketing,,CC200,"Hayes, Lyons and Moyer",16663.11,DR,saas us,Software tools
GL0001410,2024-04-15,6300,General and Administrative,Sales,CC100,Freeman-Jenkins,9514.02,dr,SaaS Canada,Software tools
GL0001411,2024-04-14,5000,Cost of Service,Marketing,CC400,"Pena, Christian and Murray",24173.13,DR,saas us,Software tools
GL0001412,2024-04-25,6200,R&D,Sales,CC400,"Hamilton, Peters and White",16135.15,DR,SaaS HoldCo,Refund
GL0001413,2024-04-25,9999,Misc Expense,Finance,CC300,Perry-Johnson,20089.2,DR,saas us,Reclass
GL0001414,2024-04-06,9999,Misc Expense,,,"Reid, Tate and Hudson",11468.32,DR,SaaS Canada,Payroll
GL0001415,2024-04-05,9999,Misc Expense,,CC200,"Travis, Hendricks and Cunningham",-17816.78,cr,SaaS HoldCo,Google Ads
GL0001416,2024-04-23,6100,Sales and Marketing,Marketing,,Whitaker-Jones,-4267.23,CR,SaaS HoldCo,Contractor costs
GL0001417,2024-04-09,5000,cost of service,,,"Martinez, Richardson and Pearson",7916.2,DR,SaaS HoldCo,Reclass
GL0001418,2024-04-08,6100,sales & marketing,,CC400,Evans-Welch,-1861.38,CR,SaaS US,Software tools
GL0001419,2024-04-13,6300,G&A,Sales,,Charles and Sons,12868.37,DR,SaaS HoldCo,Payroll
GL0001420,2024-04-04,9999,Misc Expense,Marketing,CC400,Kennedy Group,-13364.49,CR,SaaS Canada,Google Ads
GL0001421,2024-04-10,9999,Misc Expense,,CC200,Rodriguez-Jackson,-14154.08,cr,SaaS HoldCo,
GL0001422,2024-04-03,6200,Research and Development,Engineering,,Huffman LLC,-11043.51,cr,SaaS HoldCo,Google Ads
GL0001423,2024-04-15,6100,S&M,,,Brady Group,10226.04,DR,saas us,
GL0001424,2024-04-18,6300,G&A,,,"Trevino, Hawkins and Lee",2182.26,DR,SaaS US,Reclass
GL0001425,2024-04-25,9999,Misc Expense,,,"Hardy, Evans and Bell",15989.38,DR,SaaS Canada,Payroll
GL0001426,2024-04-22,6300,G&A,,CC400,Ramirez Group,24764.15,DR,SaaS Canada,Contractor costs
GL0001427,2024-04-06,6200,Research and Development,,,Perez PLC,11659.19,DR,SaaS Canada,
GL0001428,2024-04-13,6200,R&D,Marketing,,"Martinez, Baird and Gray",-13263.8,CR,SaaS US,Payroll
GL0001429,2024-04-15,5000,cost of service,,CC100,Torres-Delgado,5838.72,DR,saas us,
GL0001430,2024-04-22,5000,cost of service,Finance,CC100,"Woodard, Gibson and White",-15578.54,CR,saas us,Google Ads
GL0001431,2024-04-07,6300,G&A,,,Schaefer and Sons,20908.08,DR,saas us,
GL0001432,2024-04-17,5000,Cost of Service,,,Ferguson-Rivera,-21112.71,CR,SaaS HoldCo,
GL0001433,2024-04-02,5000,Cost of Service,Engineering,CC400,"Smith, Perkins and Cummings",22718.64,cr,SaaS HoldCo,Payroll
GL0001434,2024-04-10,6100,S&M,Engineering,CC400,Anderson-Castro,-10712.63,cr,SaaS US,AWS hosting
GL0001435,2024-04-18,1010,Cash,,CC400,Chung PLC,-1767.92,CR,SaaS HoldCo,
GL0001436,2024-04-07,6100,sales & marketing,,CC200,Hall and Sons,16306.31,DR,SaaS HoldCo,Contractor costs
GL0001437,2024-04-06,6100,S&M,Engineering,CC200,Robinson-Jones,8206.19,DR,SaaS HoldCo,Payroll
GL0001438,2024-04-03,6100,S&M,Sales,CC400,Jones-Jones,5815.6,DR,SaaS HoldCo,Contractor costs
GL0001439,2024-04-21,9999,Misc Expense,Operations,CC300,"Brewer, May and Brown",-18137.17,cr,SaaS Canada,
GL0001440,2024-04-24,5000,cost of service,Marketing,,Vazquez-Reynolds,13375.36,DR,SaaS Canada,Reclass
GL0001441,2024-05-09,6100,S&M,,,Huang-Garcia,-19487.7,CR,SaaS HoldCo,Reclass
GL0001442,2024-05-10,6100,Sales and Marketing,Operations,CC200,"Boyd, Rogers and Wilson",6361.46,dr,SaaS HoldCo,Google Ads
GL0001443,2024-05-10,6200,R&D,,CC200,"Rubio, Allen and Russo",-24604.49,CR,SaaS US,Reclass
GL0001444,2024-05-09,9999,Misc Expense,Engineering,CC200,"Hernandez, Diaz and Schneider",8706.11,DR,saas us,Google Ads
GL0001445,2024-05-13,9999,Misc Expense,,CC400,Gonzales-Best,-22229.71,cr,SaaS HoldCo,Reclass
GL0001446,2024-05-04,9999,Misc Expense,Operations,,Davis-Cook,23084.31,DR,SaaS US,Contractor costs
GL0001447,2024-05-06,6100,Sales and Marketing,,CC100,Adams-Collins,-13989.54,cr,SaaS Canada,
GL0001448,2024-05-25,1010,Cash,,,Anderson-Stokes,7647.75,DR,saas us,Software tools
GL0001449,2024-05-14,1010,Cash,Sales,CC300,Bradshaw-Welch,-22936.0,cr,saas us,Reclass
GL0001450,2024-05-25,6100,Sales and Marketing,,,Watts-Anderson,16225.53,DR,SaaS Canada,Google Ads
GL0001451,2024-05-20,1010,Cash,Sales,CC400,Barnett and Sons,6219.84,,SaaS US,Google Ads
GL0001452,2024-05-25,5000,Cost of Service,,CC200,"Gonzales, Barker and Mendoza",6494.5,DR,saas us,Google Ads
GL0001453,2024-05-04,6200,R&D,Engineering,CC200,Snyder LLC,6516.14,DR,saas us,
GL0001454,2024-05-10,6100,Sales and Marketing,Operations,,Rasmussen-Booth,4153.97,DR,saas us,AWS hosting
GL0001455,2024-05-16,1010,Cash,Sales,CC100,Howell Inc,2963.65,DR,SaaS Canada,Google Ads
GL0001456,2024-05-21,1010,Cash,,,"Wong, Phillips and Torres",15947.2,DR,SaaS HoldCo,
GL0001457,2024-05-26,6200,Research and Development,Marketing,CC200,Rivera Inc,18767.88,DR,saas us,Refund
GL0001458,2024-05-16,9999,Misc Expense,,,Robertson LLC,-8418.29,CR,SaaS HoldCo,Refund
GL0001459,2024-05-26,6200,R&D,,CC200,"Smith, Cruz and Medina",7437.82,dr,SaaS HoldCo,Contractor costs
GL0001460,2024-05-10,1010,Cash,Operations,CC400,"Gonzalez, Duncan and Morales",14247.21,DR,SaaS US,
GL0001461,2024-05-04,6100,sales & marketing,Marketing,CC200,"Lee, Miller and Wyatt",-20757.3,DR,SaaS US,Reclass
GL0001462,2024-05-25,9999,Misc Expense,Operations,CC400,"Valenzuela, Gonzalez and Hunter",18954.46,dr,SaaS US,Google Ads
GL0001463,2024-05-12,6100,sales & marketing,Marketing,,Sherman and Sons,-4077.39,DR,SaaS US,AWS hosting
GL0001464,2024-05-21,6200,Research and Development,,,"Hudson, Johnson and Brady",-7591.97,cr,SaaS HoldCo,Refund
GL0001465,2024-05-10,6100,S&M,Engineering,CC100,"Meyers, Hull and Kelly",18465.31,DR,saas us,Refund
GL0001466,2024-05-24,6300,General and Administrative,Engineering,CC200,Fowler-Alvarez,8859.69,dr,SaaS HoldCo,Reclass
GL0001467,2024-05-05,6100,Sales and Marketing,Sales,CC200,"Cook, Evans and Hicks",-24186.79,CR,saas us,AWS hosting
GL0001468,2024-05-17,1010,Cash,Marketing,,Olson and Sons,-13373.53,CR,SaaS US,Contractor costs
GL0001469,2024-05-05,1010,Cash,Sales,CC200,"Moore, Rose and Morales",20463.79,DR,SaaS US,Contractor costs
GL0001470,2024-05-03,6100,sales & marketing,Finance,CC300,Rhodes LLC,19759.8,DR,SaaS HoldCo,Reclass
GL0001471,2024-05-09,5000,cost of service,Finance,,,-3816.22,,saas us,Reclass
GL0001472,2024-05-20,6200,Research and Development,Engineering,CC100,Long Ltd,-3696.09,CR,SaaS US,Software tools
GL0001473,2024-05-23,6100,S&M,Operations,CC100,Baker-Lopez,23872.01,DR,saas us,Payroll
GL0001474,2024-05-25,6100,S&M,Marketing,,Sanchez-Alvarez,7687.61,DR,saas us,Contractor costs
GL0001475,2024-05-04,6100,Sales and Marketing,,CC200,Carroll Inc,-9855.29,,saas us,Contractor costs
GL0001476,2024-05-03,6300,General and Administrative,Engineering,CC100,Wilson Inc,14521.65,dr,SaaS US,Contractor costs
GL0001477,2024-05-20,1010,Cash,,CC100,Price-King,5996.42,DR,saas us,Reclass
GL0001478,2024-05-19,6200,R&D,Operations,,Scott-Johnson,-22620.97,CR,SaaS HoldCo,Google Ads
GL0001479,2024-05-05,9999,Misc Expense,Sales,,,16141.91,DR,SaaS US,Google Ads
GL0001480,2024-05-25,6100,sales & marketing,,,Robinson LLC,-9544.31,cr,SaaS Canada,Reclass
GL0001481,2024-05-20,1010,Cash,,CC400,Thomas-Duncan,10821.72,DR,saas us,Google Ads
GL0001482,2024-05-10,6200,Research and Development,Marketing,CC400,Marshall Ltd,-6867.92,cr,SaaS Canada,Refund
GL0001483,2024-05-02,,R&D,Operations,CC100,Hayes LLC,1079.6,DR,saas us,
GL0001484,2024-05-20,9999,Misc Expense,Marketing,CC300,Ponce-White,-23772.63,CR,SaaS US,Reclass
